Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Spain,ESP,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.5772474403069
Spain,ESP,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.189060520875
Spain,ESP,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.1336838527818
Spain,ESP,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.4439519776694
Spain,ESP,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.8613782211471
Spain,ESP,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.0409698327599
Spain,ESP,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.0888982220356
Spain,ESP,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.0903220631292
Spain,ESP,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.4194065757819
Spain,ESP,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.1078720121817
Spain,ESP,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.3429796785442
Spain,ESP,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.4343505179427
Spain,ESP,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.2375095156056
Spain,ESP,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.3982692654394
Spain,ESP,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.9511862776531
Spain,ESP,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.2152772205729
Spain,ESP,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.6513026052104
Spain,ESP,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.6227775108121
Spain,ESP,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.9831811629025
Spain,ESP,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1854076565754
Spain,ESP,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3455870575044
Spain,ESP,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.5046452026269
Spain,ESP,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.4336857280154
Spain,ESP,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.1333493512734
Spain,ESP,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6259010091302
Spain,ESP,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.8101073201986
Spain,ESP,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.0123338138715
Spain,ESP,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.4708473490309
Spain,ESP,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.2245715201025
Spain,ESP,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.2706230978696
Spain,ESP,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.2886432804741
Spain,ESP,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.4928720166587
Spain,ESP,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.3246836456832
Spain,ESP,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.6522836033078
Spain,ESP,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.4494454010331
Spain,ESP,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.4794778360629
Spain,ESP,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.5422948325225
Spain,ESP,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.7677463266205
Spain,ESP,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.0152343202611
Spain,ESP,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.2381791247948
Spain,ESP,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.0862541785936
Spain,ESP,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,63.8892780657687
Spain,ESP,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.1880940470235
Spain,ESP,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.5884189043179
Spain,ESP,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.1646724558806
Spain,ESP,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.3967745808156
Spain,ESP,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.2662771619513
Spain,ESP,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.0826363599984
Spain,ESP,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.3463123774461
Spain,ESP,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.7925087038297
Spain,ESP,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.340309736284
Spain,ESP,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.4167833846893
Spain,ESP,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.5348353275441
Spain,ESP,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.3031733962944
Spain,ESP,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.4932570330946
Spain,ESP,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.4892552723198
Spain,ESP,2016,Arable land (% of land area),AG.LND.ARBL.ZS,24.6958949671581
Spain,ESP,2015,Arable land (% of land area),AG.LND.ARBL.ZS,24.5730992465048
Spain,ESP,2014,Arable land (% of land area),AG.LND.ARBL.ZS,24.5456908098599
Spain,ESP,2013,Arable land (% of land area),AG.LND.ARBL.ZS,24.3517722556526
Spain,ESP,2012,Arable land (% of land area),AG.LND.ARBL.ZS,25.1294456328342
Spain,ESP,2011,Arable land (% of land area),AG.LND.ARBL.ZS,24.8639673521645
Spain,ESP,2010,Arable land (% of land area),AG.LND.ARBL.ZS,25.0554988900222
Spain,ESP,2009,Arable land (% of land area),AG.LND.ARBL.ZS,25.0611639193037
Spain,ESP,2008,Arable land (% of land area),AG.LND.ARBL.ZS,25.0360866078589
Spain,ESP,2007,Arable land (% of land area),AG.LND.ARBL.ZS,25.2168860571818
Spain,ESP,2006,Arable land (% of land area),AG.LND.ARBL.ZS,25.4920036875225
Spain,ESP,2005,Arable land (% of land area),AG.LND.ARBL.ZS,25.8730890220201
Spain,ESP,2004,Arable land (% of land area),AG.LND.ARBL.ZS,26.0927921791738
Spain,ESP,2003,Arable land (% of land area),AG.LND.ARBL.ZS,26.0751988141263
Spain,ESP,2002,Arable land (% of land area),AG.LND.ARBL.ZS,25.8676659185636
Spain,ESP,2001,Arable land (% of land area),AG.LND.ARBL.ZS,26.2055684827088
Spain,ESP,2000,Arable land (% of land area),AG.LND.ARBL.ZS,26.8537074148297
Spain,ESP,1999,Arable land (% of land area),AG.LND.ARBL.ZS,26.9561909338459
Spain,ESP,1998,Arable land (% of land area),AG.LND.ARBL.ZS,27.3986865289124
Spain,ESP,1997,Arable land (% of land area),AG.LND.ARBL.ZS,28.6020342783918
Spain,ESP,1996,Arable land (% of land area),AG.LND.ARBL.ZS,28.9324042928079
Spain,ESP,1995,Arable land (% of land area),AG.LND.ARBL.ZS,28.1214960756047
Spain,ESP,1994,Arable land (% of land area),AG.LND.ARBL.ZS,29.6452026269422
Spain,ESP,1993,Arable land (% of land area),AG.LND.ARBL.ZS,29.9975973089861
Spain,ESP,1992,Arable land (% of land area),AG.LND.ARBL.ZS,30.4360884190293
Spain,ESP,1991,Arable land (% of land area),AG.LND.ARBL.ZS,30.5502162421913
Spain,ESP,1990,Arable land (% of land area),AG.LND.ARBL.ZS,30.7043889155855
Spain,ESP,1989,Arable land (% of land area),AG.LND.ARBL.ZS,31.058785840141
Spain,ESP,1988,Arable land (% of land area),AG.LND.ARBL.ZS,31.1889316033958
Spain,ESP,1987,Arable land (% of land area),AG.LND.ARBL.ZS,31.2029473009771
Spain,ESP,1986,Arable land (% of land area),AG.LND.ARBL.ZS,31.1649046932564
Spain,ESP,1985,Arable land (% of land area),AG.LND.ARBL.ZS,31.1629024507448
Spain,ESP,1984,Arable land (% of land area),AG.LND.ARBL.ZS,31.3370975492552
Spain,ESP,1983,Arable land (% of land area),AG.LND.ARBL.ZS,31.2195903329796
Spain,ESP,1982,Arable land (% of land area),AG.LND.ARBL.ZS,31.1636567492892
Spain,ESP,1981,Arable land (% of land area),AG.LND.ARBL.ZS,31.1716653986305
Spain,ESP,1980,Arable land (% of land area),AG.LND.ARBL.ZS,31.1490179590366
Spain,ESP,1979,Arable land (% of land area),AG.LND.ARBL.ZS,31.1846899147215
Spain,ESP,1978,Arable land (% of land area),AG.LND.ARBL.ZS,31.3094308650131
Spain,ESP,1977,Arable land (% of land area),AG.LND.ARBL.ZS,31.2887856828282
Spain,ESP,1976,Arable land (% of land area),AG.LND.ARBL.ZS,31.340953219769
Spain,ESP,1975,Arable land (% of land area),AG.LND.ARBL.ZS,31.6654324199908
Spain,ESP,1974,Arable land (% of land area),AG.LND.ARBL.ZS,31.8519259629815
Spain,ESP,1973,Arable land (% of land area),AG.LND.ARBL.ZS,32.1221337388451
Spain,ESP,1972,Arable land (% of land area),AG.LND.ARBL.ZS,32.5903397494898
Spain,ESP,1971,Arable land (% of land area),AG.LND.ARBL.ZS,32.6923846492457
Spain,ESP,1970,Arable land (% of land area),AG.LND.ARBL.ZS,31.3938132778423
Spain,ESP,1969,Arable land (% of land area),AG.LND.ARBL.ZS,32.1781583896915
Spain,ESP,1968,Arable land (% of land area),AG.LND.ARBL.ZS,31.397815038617
Spain,ESP,1967,Arable land (% of land area),AG.LND.ARBL.ZS,31.4938572972108
Spain,ESP,1966,Arable land (% of land area),AG.LND.ARBL.ZS,31.0316539277282
Spain,ESP,1965,Arable land (% of land area),AG.LND.ARBL.ZS,31.9460562647565
Spain,ESP,1964,Arable land (% of land area),AG.LND.ARBL.ZS,31.8520148865501
Spain,ESP,1963,Arable land (% of land area),AG.LND.ARBL.ZS,32.424266677338
Spain,ESP,1962,Arable land (% of land area),AG.LND.ARBL.ZS,32.6063467925887
Spain,ESP,1961,Arable land (% of land area),AG.LND.ARBL.ZS,32.5063027732202
Spain,ESP,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2142.009521
Spain,ESP,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2142.009521
Spain,ESP,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,2142.009521
Spain,ESP,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.426752141
Spain,ESP,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.426752141
Spain,ESP,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.426752141
Spain,ESP,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1983.388428
Spain,ESP,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1983.388428
Spain,ESP,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,1983.388428
Spain,ESP,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.395150091
Spain,ESP,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.395150091
Spain,ESP,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.395150091
Spain,ESP,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.821902232
Spain,ESP,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.821902232
Spain,ESP,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.821902232
Spain,ESP,2016,Forest area (sq. km),AG.LND.FRST.K2,184520
Spain,ESP,2015,Forest area (sq. km),AG.LND.FRST.K2,184178.69140625
Spain,ESP,2014,Forest area (sq. km),AG.LND.FRST.K2,183837.40234375
Spain,ESP,2013,Forest area (sq. km),AG.LND.FRST.K2,183495.99609375
Spain,ESP,2012,Forest area (sq. km),AG.LND.FRST.K2,183154.70703125
Spain,ESP,2011,Forest area (sq. km),AG.LND.FRST.K2,182813.30078125
Spain,ESP,2010,Forest area (sq. km),AG.LND.FRST.K2,182471.9921875
Spain,ESP,2009,Forest area (sq. km),AG.LND.FRST.K2,180541.796875
Spain,ESP,2008,Forest area (sq. km),AG.LND.FRST.K2,178611.6015625
Spain,ESP,2007,Forest area (sq. km),AG.LND.FRST.K2,176681.30859375
Spain,ESP,2006,Forest area (sq. km),AG.LND.FRST.K2,174751.09375
Spain,ESP,2005,Forest area (sq. km),AG.LND.FRST.K2,172820.8984375
Spain,ESP,2004,Forest area (sq. km),AG.LND.FRST.K2,172210.60546875
Spain,ESP,2003,Forest area (sq. km),AG.LND.FRST.K2,171600.29296875
Spain,ESP,2002,Forest area (sq. km),AG.LND.FRST.K2,170990
Spain,ESP,2001,Forest area (sq. km),AG.LND.FRST.K2,170379.70703125
Spain,ESP,2000,Forest area (sq. km),AG.LND.FRST.K2,169769.39453125
Spain,ESP,1999,Forest area (sq. km),AG.LND.FRST.K2,166601.9921875
Spain,ESP,1998,Forest area (sq. km),AG.LND.FRST.K2,163434.501953125
Spain,ESP,1997,Forest area (sq. km),AG.LND.FRST.K2,160267.099609375
Spain,ESP,1996,Forest area (sq. km),AG.LND.FRST.K2,157099.599609375
Spain,ESP,1995,Forest area (sq. km),AG.LND.FRST.K2,153932.197265625
Spain,ESP,1994,Forest area (sq. km),AG.LND.FRST.K2,150764.697265625
Spain,ESP,1993,Forest area (sq. km),AG.LND.FRST.K2,147597.3046875
Spain,ESP,1992,Forest area (sq. km),AG.LND.FRST.K2,144429.8046875
Spain,ESP,1991,Forest area (sq. km),AG.LND.FRST.K2,141262.40234375
Spain,ESP,1990,Forest area (sq. km),AG.LND.FRST.K2,138094.90234375
Spain,ESP,2016,Forest area (% of land area),AG.LND.FRST.ZS,36.9362095289658
Spain,ESP,2015,Forest area (% of land area),AG.LND.FRST.ZS,36.8607287034131
Spain,ESP,2014,Forest area (% of land area),AG.LND.FRST.ZS,36.7520446100138
Spain,ESP,2013,Forest area (% of land area),AG.LND.FRST.ZS,36.683792026099
Spain,ESP,2012,Forest area (% of land area),AG.LND.FRST.ZS,36.6155628698447
Spain,ESP,2011,Forest area (% of land area),AG.LND.FRST.ZS,36.5714373012023
Spain,ESP,2010,Forest area (% of land area),AG.LND.FRST.ZS,36.4936685641287
Spain,ESP,2009,Forest area (% of land area),AG.LND.FRST.ZS,36.2053898197168
Spain,ESP,2008,Forest area (% of land area),AG.LND.FRST.ZS,35.8082601368284
Spain,ESP,2007,Forest area (% of land area),AG.LND.FRST.ZS,35.3992724236641
Spain,ESP,2006,Forest area (% of land area),AG.LND.FRST.ZS,35.0216629424025
Spain,ESP,2005,Forest area (% of land area),AG.LND.FRST.ZS,34.6272011936725
Spain,ESP,2004,Forest area (% of land area),AG.LND.FRST.ZS,34.4986989600445
Spain,ESP,2003,Forest area (% of land area),AG.LND.FRST.ZS,34.3743700985056
Spain,ESP,2002,Forest area (% of land area),AG.LND.FRST.ZS,34.2637864700224
Spain,ESP,2001,Forest area (% of land area),AG.LND.FRST.ZS,34.1771056389413
Spain,ESP,2000,Forest area (% of land area),AG.LND.FRST.ZS,34.0219227517535
Spain,ESP,1999,Forest area (% of land area),AG.LND.FRST.ZS,33.3577591277231
Spain,ESP,1998,Forest area (% of land area),AG.LND.FRST.ZS,32.7235507674846
Spain,ESP,1997,Forest area (% of land area),AG.LND.FRST.ZS,32.0893600050807
Spain,ESP,1996,Forest area (% of land area),AG.LND.FRST.ZS,31.4551496895273
Spain,ESP,1995,Forest area (% of land area),AG.LND.FRST.ZS,30.8209589271234
Spain,ESP,1994,Forest area (% of land area),AG.LND.FRST.ZS,30.18674861157
Spain,ESP,1993,Forest area (% of land area),AG.LND.FRST.ZS,29.552559804481
Spain,ESP,1992,Forest area (% of land area),AG.LND.FRST.ZS,28.9183494889276
Spain,ESP,1991,Forest area (% of land area),AG.LND.FRST.ZS,28.2841587265237
Spain,ESP,1990,Forest area (% of land area),AG.LND.FRST.ZS,27.6499484109703
Spain,ESP,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,636
Spain,ESP,2018,Land area (sq. km),AG.LND.TOTL.K2,499563.984375
Spain,ESP,2017,Land area (sq. km),AG.LND.TOTL.K2,499563.984375
Spain,ESP,2016,Land area (sq. km),AG.LND.TOTL.K2,499563.984375
Spain,ESP,2015,Land area (sq. km),AG.LND.TOTL.K2,499661.015625
Spain,ESP,2014,Land area (sq. km),AG.LND.TOTL.K2,500210
Spain,ESP,2013,Land area (sq. km),AG.LND.TOTL.K2,500210
Spain,ESP,2012,Land area (sq. km),AG.LND.TOTL.K2,500210
Spain,ESP,2011,Land area (sq. km),AG.LND.TOTL.K2,499880
Spain,ESP,2010,Land area (sq. km),AG.LND.TOTL.K2,500010
Spain,ESP,2009,Land area (sq. km),AG.LND.TOTL.K2,498660
Spain,ESP,2008,Land area (sq. km),AG.LND.TOTL.K2,498800
Spain,ESP,2007,Land area (sq. km),AG.LND.TOTL.K2,499110
Spain,ESP,2006,Land area (sq. km),AG.LND.TOTL.K2,498980
Spain,ESP,2005,Land area (sq. km),AG.LND.TOTL.K2,499090
Spain,ESP,2004,Land area (sq. km),AG.LND.TOTL.K2,499180
Spain,ESP,2003,Land area (sq. km),AG.LND.TOTL.K2,499210
Spain,ESP,2002,Land area (sq. km),AG.LND.TOTL.K2,499040
Spain,ESP,2001,Land area (sq. km),AG.LND.TOTL.K2,498520
Spain,ESP,2000,Land area (sq. km),AG.LND.TOTL.K2,499000
Spain,ESP,1999,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1998,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1997,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1996,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1995,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1994,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1993,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1992,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1991,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1990,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1989,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1988,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1987,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1986,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1985,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1984,Land area (sq. km),AG.LND.TOTL.K2,499440
Spain,ESP,1983,Land area (sq. km),AG.LND.TOTL.K2,499430
Spain,ESP,1982,Land area (sq. km),AG.LND.TOTL.K2,499460
Spain,ESP,1981,Land area (sq. km),AG.LND.TOTL.K2,499460
Spain,ESP,1980,Land area (sq. km),AG.LND.TOTL.K2,499470
Spain,ESP,1979,Land area (sq. km),AG.LND.TOTL.K2,499540
Spain,ESP,1978,Land area (sq. km),AG.LND.TOTL.K2,499530
Spain,ESP,1977,Land area (sq. km),AG.LND.TOTL.K2,499540
Spain,ESP,1976,Land area (sq. km),AG.LND.TOTL.K2,499570
Spain,ESP,1975,Land area (sq. km),AG.LND.TOTL.K2,499630
Spain,ESP,1974,Land area (sq. km),AG.LND.TOTL.K2,499750
Spain,ESP,1973,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1972,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1971,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1970,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1969,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1968,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1967,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1966,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1965,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1964,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1963,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1962,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,1961,Land area (sq. km),AG.LND.TOTL.K2,499780
Spain,ESP,2010,Rural land area (sq. km),AG.LND.TOTL.RU.K2,432138.3438
Spain,ESP,2000,Rural land area (sq. km),AG.LND.TOTL.RU.K2,432138.3438
Spain,ESP,1990,Rural land area (sq. km),AG.LND.TOTL.RU.K2,432138.3438
Spain,ESP,2010,Urban land area (sq. km),AG.LND.TOTL.UR.K2,69794.58594
Spain,ESP,2000,Urban land area (sq. km),AG.LND.TOTL.UR.K2,69794.58594
Spain,ESP,1990,Urban land area (sq. km),AG.LND.TOTL.UR.K2,69794.58594
Spain,ESP,2018,Surface area (sq. km),AG.SRF.TOTL.K2,505935
Spain,ESP,2017,Surface area (sq. km),AG.SRF.TOTL.K2,505935
Spain,ESP,2016,Surface area (sq. km),AG.SRF.TOTL.K2,505935
Spain,ESP,2015,Surface area (sq. km),AG.SRF.TOTL.K2,505923.984375
Spain,ESP,2014,Surface area (sq. km),AG.SRF.TOTL.K2,505940
Spain,ESP,2013,Surface area (sq. km),AG.SRF.TOTL.K2,505940
Spain,ESP,2012,Surface area (sq. km),AG.SRF.TOTL.K2,505940
Spain,ESP,2011,Surface area (sq. km),AG.SRF.TOTL.K2,505600
Spain,ESP,2010,Surface area (sq. km),AG.SRF.TOTL.K2,505600
Spain,ESP,2009,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2008,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2007,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2006,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2005,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2004,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2003,Surface area (sq. km),AG.SRF.TOTL.K2,505370
Spain,ESP,2002,Surface area (sq. km),AG.SRF.TOTL.K2,505320
Spain,ESP,2001,Surface area (sq. km),AG.SRF.TOTL.K2,505020
Spain,ESP,2000,Surface area (sq. km),AG.SRF.TOTL.K2,505000
Spain,ESP,1999,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1998,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1997,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1996,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1995,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1994,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1993,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1992,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1991,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1990,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1989,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1988,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1987,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1986,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1985,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1984,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1983,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1982,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1981,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1980,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1979,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1978,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1977,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1976,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1975,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1974,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1973,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1972,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1971,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1970,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1969,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1968,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1967,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1966,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1965,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1964,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1963,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1962,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,1961,Surface area (sq. km),AG.SRF.TOTL.K2,505990
Spain,ESP,2016,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2015,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2014,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2013,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2012,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2011,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2010,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2009,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2008,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2007,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2006,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
Spain,ESP,2005,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100
