"TIME","GEO","INDIC_DE","Value"
"2004","TR","Population on 1 January - total ","67 187 251"
"2005","TR","Population on 1 January - total ","68 010 221"
"2006","TR","Population on 1 January - total ","68 860 539"
"2007","TR","Population on 1 January - total ","69 729 967"
"2008","TR","Population on 1 January - total ","70 586 256"
"2009","TR","Population on 1 January - total ","71 517 100"
"2010","TR","Population on 1 January - total ","72 561 312"
"2011","TR","Population on 1 January - total ","73 722 988"
"2012","TR","Population on 1 January - total ","74 724 269"
"2013","TR","Population on 1 January - total ","75 627 384"
"2014","TR","Population on 1 January - total ","76 667 864"
"2015","TR","Population on 1 January - total ","77 695 904"
"2016","TR","Population on 1 January - total ","78 741 053"
"2003","AD","Population on 1 January - total ","67 159"
"2004","AD","Population on 1 January - total ","72 320"
"2005","AD","Population on 1 January - total ","76 875"
"2006","AD","Population on 1 January - total ","78 549"
"2007","AD","Population on 1 January - total ","81 222"
"2008","AD","Population on 1 January - total ","83 137"
"2009","AD","Population on 1 January - total ","84 484"
"2010","AD","Population on 1 January - total ","84 082"
"2011","AD","Population on 1 January - total ","78 115"
"2012","AD","Population on 1 January - total ","78 115"
"2013","AD","Population on 1 January - total ","76 246"
"2014","AD","Population on 1 January - total ",":"
"2015","AD","Population on 1 January - total ",":"
"2016","AD","Population on 1 January - total ",":"
"2003","BY","Population on 1 January - total ","9 898 590"
"2004","BY","Population on 1 January - total ","9 849 062"
"2005","BY","Population on 1 January - total ","9 800 073"
"2006","BY","Population on 1 January - total ","9 750 540"
"2007","BY","Population on 1 January - total ","9 714 461"
"2008","BY","Population on 1 January - total ","9 689 770"
"2009","BY","Population on 1 January - total ","9 671 912"
"2010","BY","Population on 1 January - total ","9 480 178"
"2011","BY","Population on 1 January - total ","9 481 193"
"2012","BY","Population on 1 January - total ","9 465 150"
"2013","BY","Population on 1 January - total ","9 463 840"
"2014","BY","Population on 1 January - total ","9 468 154"
"2015","BY","Population on 1 January - total ","9 480 868"
"2016","BY","Population on 1 January - total ","9 498 364"
"2003","BA","Population on 1 January - total ","3 830 349"
"2004","BA","Population on 1 January - total ","3 837 414"
"2005","BA","Population on 1 January - total ","3 842 532"
"2006","BA","Population on 1 January - total ","3 842 650"
"2007","BA","Population on 1 January - total ","3 844 017"
"2008","BA","Population on 1 January - total ","3 843 846"
"2009","BA","Population on 1 January - total ","3 843 998"
"2010","BA","Population on 1 January - total ","3 844 046"
"2011","BA","Population on 1 January - total ","3 843 183"
"2012","BA","Population on 1 January - total ","3 839 265"
"2013","BA","Population on 1 January - total ","3 835 645"
"2014","BA","Population on 1 January - total ","3 830 911"
"2015","BA","Population on 1 January - total ",":"
"2016","BA","Population on 1 January - total ",":"
"2003","XK","Population on 1 January - total ","1 985 000"
"2004","XK","Population on 1 January - total ","2 016 000"
"2005","XK","Population on 1 January - total ","2 041 000"
"2006","XK","Population on 1 January - total ","2 100 000"
"2007","XK","Population on 1 January - total ","2 126 708"
"2008","XK","Population on 1 January - total ","2 153 139"
"2009","XK","Population on 1 January - total ","2 180 686"
"2010","XK","Population on 1 January - total ","2 208 107"
"2011","XK","Population on 1 January - total ","1 794 180"
"2012","XK","Population on 1 January - total ","1 798 645"
"2013","XK","Population on 1 January - total ","1 815 605"
"2014","XK","Population on 1 January - total ","1 820 631"
"2015","XK","Population on 1 January - total ","1 804 944"
"2016","XK","Population on 1 January - total ","1 771 604"
"2003","MD","Population on 1 January - total ","3 618 312"
"2004","MD","Population on 1 January - total ","3 607 435"
"2005","MD","Population on 1 January - total ","3 600 436"
"2006","MD","Population on 1 January - total ","3 589 936"
"2007","MD","Population on 1 January - total ","3 581 110"
"2008","MD","Population on 1 January - total ","3 572 703"
"2009","MD","Population on 1 January - total ","3 567 512"
"2010","MD","Population on 1 January - total ","3 563 695"
"2011","MD","Population on 1 January - total ","3 560 430"
"2012","MD","Population on 1 January - total ","3 559 541"
"2013","MD","Population on 1 January - total ","3 559 497"
"2014","MD","Population on 1 January - total ","3 557 634"
"2015","MD","Population on 1 January - total ","3 555 159"
"2016","MD","Population on 1 January - total ","3 553 056"
"2003","MC","Population on 1 January - total ",":"
"2004","MC","Population on 1 January - total ","32 828"
"2005","MC","Population on 1 January - total ","33 085"
"2006","MC","Population on 1 January - total ",":"
"2007","MC","Population on 1 January - total ",":"
"2008","MC","Population on 1 January - total ",":"
"2009","MC","Population on 1 January - total ",":"
"2010","MC","Population on 1 January - total ",":"
"2011","MC","Population on 1 January - total ",":"
"2012","MC","Population on 1 January - total ",":"
"2013","MC","Population on 1 January - total ",":"
"2014","MC","Population on 1 January - total ",":"
"2015","MC","Population on 1 January - total ","37 700"
"2016","MC","Population on 1 January - total ","38 400"
"2003","RU","Population on 1 January - total ","145 166 731"
"2004","RU","Population on 1 January - total ","144 168 205"
"2005","RU","Population on 1 January - total ","143 474 219"
"2006","RU","Population on 1 January - total ","142 753 551"
"2007","RU","Population on 1 January - total ","142 220 968"
"2008","RU","Population on 1 January - total ","142 008 838"
"2009","RU","Population on 1 January - total ","141 903 979"
"2010","RU","Population on 1 January - total ","141 914 509"
"2011","RU","Population on 1 January - total ","142 856 536"
"2012","RU","Population on 1 January - total ","143 056 383"
"2013","RU","Population on 1 January - total ",":"
"2014","RU","Population on 1 January - total ","143 666 931"
"2015","RU","Population on 1 January - total ",":"
"2016","RU","Population on 1 January - total ",":"
"2003","SM","Population on 1 January - total ",":"
"2004","SM","Population on 1 January - total ","29 241"
"2005","SM","Population on 1 January - total ","29 673"
"2006","SM","Population on 1 January - total ","29 999"
"2007","SM","Population on 1 January - total ","30 368"
"2008","SM","Population on 1 January - total ","32 054"
"2009","SM","Population on 1 January - total ","31 269"
"2010","SM","Population on 1 January - total ",":"
"2011","SM","Population on 1 January - total ","31 863"
"2012","SM","Population on 1 January - total ","33 376"
"2013","SM","Population on 1 January - total ","33 562"
"2014","SM","Population on 1 January - total ","32 520"
"2015","SM","Population on 1 January - total ","32 789"
"2016","SM","Population on 1 January - total ","33 005"
"2003","UA","Population on 1 January - total ","47 823 108"
"2004","UA","Population on 1 January - total ","47 442 079"
"2005","UA","Population on 1 January - total ","47 100 462"
"2006","UA","Population on 1 January - total ","46 749 170"
"2007","UA","Population on 1 January - total ","46 465 691"
"2008","UA","Population on 1 January - total ","46 192 309"
"2009","UA","Population on 1 January - total ","45 963 359"
"2010","UA","Population on 1 January - total ","45 782 592"
"2011","UA","Population on 1 January - total ","45 598 179"
"2012","UA","Population on 1 January - total ","45 453 282"
"2013","UA","Population on 1 January - total ","45 372 692"
"2014","UA","Population on 1 January - total ","45 245 894"
"2015","UA","Population on 1 January - total ",":"
"2016","UA","Population on 1 January - total ",":"
"2003","AM","Population on 1 January - total ","3 210 300"
"2004","AM","Population on 1 January - total ","3 212 200"
"2005","AM","Population on 1 January - total ","3 215 800"
"2006","AM","Population on 1 January - total ","3 219 234"
"2007","AM","Population on 1 January - total ","3 222 953"
"2008","AM","Population on 1 January - total ","3 230 086"
"2009","AM","Population on 1 January - total ","3 237 976"
"2010","AM","Population on 1 January - total ","3 249 482"
"2011","AM","Population on 1 January - total ","3 262 650"
"2012","AM","Population on 1 January - total ","3 274 285"
"2013","AM","Population on 1 January - total ","3 026 878"
"2014","AM","Population on 1 January - total ",":"
"2015","AM","Population on 1 January - total ",":"
"2016","AM","Population on 1 January - total ","2 998 577"
"2003","AZ","Population on 1 January - total ","8 202 500"
"2004","AZ","Population on 1 January - total ","8 265 700"
"2005","AZ","Population on 1 January - total ","8 347 300"
"2006","AZ","Population on 1 January - total ","8 436 400"
"2007","AZ","Population on 1 January - total ","8 532 700"
"2008","AZ","Population on 1 January - total ","8 629 900"
"2009","AZ","Population on 1 January - total ","8 896 900"
"2010","AZ","Population on 1 January - total ","8 997 586"
"2011","AZ","Population on 1 January - total ","9 111 078"
"2012","AZ","Population on 1 January - total ","9 235 085"
"2013","AZ","Population on 1 January - total ","9 356 483"
"2014","AZ","Population on 1 January - total ","9 477 119"
"2015","AZ","Population on 1 January - total ","9 593 038"
"2016","AZ","Population on 1 January - total ","9 705 643"
"2003","GE","Population on 1 January - total ","4 352 600"
"2004","GE","Population on 1 January - total ","4 315 200"
"2005","GE","Population on 1 January - total ","4 321 500"
"2006","GE","Population on 1 January - total ","4 401 292"
"2007","GE","Population on 1 January - total ","4 394 702"
"2008","GE","Population on 1 January - total ","4 382 070"
"2009","GE","Population on 1 January - total ","4 385 429"
"2010","GE","Population on 1 January - total ","4 436 391"
"2011","GE","Population on 1 January - total ","4 469 250"
"2012","GE","Population on 1 January - total ","4 497 617"
"2013","GE","Population on 1 January - total ",":"
"2014","GE","Population on 1 January - total ","4 490 498"
"2015","GE","Population on 1 January - total ",":"
"2016","GE","Population on 1 January - total ",":"
